producto;sku;venta_ars;compra_pdf_ars;diferencia_antes_de_gastos_ars;margen_antes_de_gastos_pct;pagina_pdf;estado;mercado_libre
TOTAL KIT AMOLADORA ANGULAR +AMOLADORA RECTA 20V TOSLI23120215;488372;319500.0;204880.0;114620.0;35.87;47;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CERRADORA MANUAL DE MORDAZA RECTA WZB1501;462433;17200.0;11032.0;6168.0;35.86;337;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW PLATAFORMA RODANTE PARA LLANTA WVD1A01;489911;179400.0;115051.0;64349.0;35.87;311;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 20V TIDLI2002 2BAT IMPACTO;380843;286000.0;183415.0;102585.0;35.87;65;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MÁQUINA DE SOLDAR DE TUBO DE PVC TT328151;367462;85800.0;55024.0;30776.0;35.87;269;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO MAQUINISTA 500GR THMH62500;546065;7800.0;4986.0;2814.0;36.08;161;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW ALICATE PICO L. 6"" WPL2C06";462273;5800.0;3751.0;2049.0;35.33;180;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
SKIN1004 MADAG. CENTELLA TONE BRIGHTENING BOOSTING TONER 210ML (261165;;46800.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
TOTAL NIVEL LASER DE 5 LINEAS 30M VERDE TLL305205;495707;137600.0;88256.0;49344.0;35.86;230;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS DE SEGURIDAD ANTICLAVOS +ANTIRESBALANTE TSP206SB.4;229135;59000.0;37824.0;21176.0;35.89;246;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BATERIA 12V 1.5AH TBLI12153;512206;22100.0;14184.0;7916.0;35.82;82;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MARTILLO MECÁNICO 1300G WHM5348;460606;15000.0;9588.0;5412.0;36.08;166;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW PROBADOR DE BATERIAS PARA AUTOS 12V/24V WVTD1511;614115;61100.0;39186.0;21914.0;35.87;81;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PULIDORA 20V CONTROL DE VELOCIDAD VARIABLE TAPLI20188;584159;118000.0;75648.0;42352.0;35.89;48;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MARTILLO ROTATIVO 20V WLM1B283;116;374400.0;240107.0;134293.0;35.87;163;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO PERFORADOR DE IONES DE LITIO UTRHLI202287;444439;10800.0;6934.0;3866.0;35.8;281;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW FILTRO DE ACEITE DE ACERO INOXIDABLE WUL1401;488723;17200.0;11032.0;6168.0;35.86;334;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW SIERRA DE MANO 12"" WHF3108";460125;13000.0;8321.0;4679.0;35.99;258;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SET CINCELES DE LETRAS 27PCS WCC9273;488686;13600.0;8753.0;4847.0;35.64;323;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW BOTAS DE LLUVIA 46 BLANCO WRB2L46;470841;22900.0;14673.0;8227.0;35.93;241;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
MEDICUBE CREME FACIAL TRIPLE COLLAGEN CREAM 4.0 50ML;;41600.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
TOTAL SIERRA INGLETADORA RADIAL PARA MADERA CON BANCO TMS43183;532075;368600.0;236400.0;132200.0;35.87;264;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ALICATE DE PUNTA LARGA DE ALTA PALANCA THT220806S;554046;8800.0;5674.0;3126.0;35.52;139;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO DE IMPACTO CON JUEGO DE HERRAMIENTAS 165PCS THKT;512213;63900.0;40976.0;22924.0;35.87;72;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO 3PCS TALADRO + AMOLADORA + ROTOMARTILLO TCKLI20259;595179;525200.0;336816.0;188384.0;35.87;274;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CUCHILLA PARA PLANCHA TAC618202;340090;108100.0;69344.0;38756.0;35.85;218;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL TALADRO TD204102 450W;239219;63900.0;40976.0;22924.0;35.87;285;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 110V UTD312103 12V NIC;173339;71300.0;45704.0;25596.0;35.9;63;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CARGADOR UTFCLI20411 20V RAPIDO;458818;39600.0;25427.0;14173.0;35.79;84;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
SKIN1004 MADAG. CENT. TONE BRIGHETING CLEANSING GEL FOAM 125ML (261189;;35100.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
"WADFOW CALIBRE DIGITAL 150MM 6"" WVC2B15";242738;34400.0;22092.0;12308.0;35.78;228;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LIJADORA ROTATIVA TF2031256;415118;108100.0;69344.0;38756.0;35.85;220;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW FUMIGADORA MOTORIZADA 2 TIEMPOS 14LITROS WKN1A41;501538;46700.0;29944.0;16756.0;35.88;211;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW GRIFO DE AGUA FRIA WZD2507;469869;22900.0;14673.0;8227.0;35.93;91;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL DADOS HEXAGONALES 3/4 36MM THHAST34361;553537;11700.0;7505.0;4195.0;35.85;107;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CINCEL PLANO SDS HEX TAC1532301 30X410X40M HEX;436458;36900.0;23678.0;13222.0;35.83;160;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS SEGURIDAD TSP201SB.40;417426;57200.0;36683.0;20517.0;35.87;246;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW LIJADORA ORBITAL 20V WRAP5020;310963;57800.0;37099.0;20701.0;35.81;216;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MARTILLO DE GOMA 450G WMB7302;460620;5700.0;3669.0;2031.0;35.63;165;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA 20V TAGLI2120272 MOTOR SIN ESCOBILLAS;167482;152400.0;97712.0;54688.0;35.88;44;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CAJA DE HERRAMIENTAS 369PCS THPTCS83692;229951;27000.0;17336.0;9664.0;35.79;34;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LIJADORAS ELÉCTRICAS TS70906 ENGALLETADORA;350921;137600.0;88256.0;49344.0;35.86;261;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CABALLETE SUPORTE THJS0201;417365;17200.0;11032.0;6168.0;35.86;326;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE HERRAMIENTAS 166PCS THKTHP41667;583916;255600.0;163904.0;91696.0;35.87;32;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO DEMOLEDOR 42V TDBLI423582 18J 2B 2.5A;609616;437400.0;280528.0;156872.0;35.86;278;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL PULIDORA ANGULAR 1400W UTP11418018 7""";472333;118000.0;75648.0;42352.0;35.89;48;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CORTA CÉSPED 40V TSTLI200285;495523;496600.0;318475.0;178125.0;35.87;206;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ALICATE DE PUNTA LARGA 8"" 200MM THT221808S";612470;11800.0;7565.0;4235.0;35.89;135;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PULVERIZADOR 2L THSPP20202;532273;46700.0;29944.0;16756.0;35.88;209;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LUBRICADOR DE GRASA THT118452 45L AR;381796;460200.0;295131.0;165069.0;35.87;114;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
MEDICUBE TONICO FACIAL PDRN PINK CICA SOOTHING 250ML;;39000.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
WADFOW CARRITO DE CARGA PLEGABLE 90KG WWB9A09;537728;41800.0;26792.0;15008.0;35.9;38;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW LLAVE TIPO L WTH6319 19MM;462006;7900.0;5053.0;2847.0;36.04;132;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
DEAR BODY CREAM 200GR FAKHAR ROSE;;19500.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
TOTAL LLAVE DE IMPACTO 55KG TIW10101 220V;312066;103700.0;66529.0;37171.0;35.84;54;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL CABALLETE 2PCS 6 TONELADAS THJS0601;238779;17200.0;11032.0;6168.0;35.86;325;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW GATO HIDRÁULICO 2.5T WHJ2525;542302;145600.0;93375.0;52225.0;35.87;222;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL BOTAS DE LLUVIA TSP303L.41;456685;16300.0;10421.0;5879.0;36.07;245;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL COMBO INALÁMBRICO 3PCS TOSLI250606;241472;335400.0;215096.0;120304.0;35.87;80;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT ALICATE DE ANILLOS DE SEGURIDAD THTJ214041;487597;8800.0;5674.0;3126.0;35.52;187;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GATO HIDRÁULICO DE BOTELLA 4TON THT109042;278416;13800.0;8826.0;4974.0;36.04;143;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA ANGULAR TG11512526 5` 1500W;436274;176900.0;113472.0;63428.0;35.86;46;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL MACHETE ACERO AL CARBONO 20"" THMPS0120";54522;17200.0;11032.0;6168.0;35.86;325;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL ESPADA PARA MOTOSIERRAS 8"" TGTSB50801";527682;46700.0;29944.0;16756.0;35.88;209;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL FRESA KIT 6MM TACSR12406 24PCS;527569;124800.0;80036.0;44764.0;35.87;212;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL LLAVE PHILIPS THTISPZ2100 ISOLADO;340526;3900.0;2503.0;1397.0;35.82;114;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GINCHO ELECTRICO 900W 500KG TLH1952;415163;403000.0;258448.0;144552.0;35.87;303;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SIERRA POLICORTE UTS92035516 2350W;368001;137600.0;88256.0;49344.0;35.86;265;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL MARTILLO ROTATIVO 42V TRHLI422682 2 BATERIAS;553445;338000.0;216747.0;121253.0;35.87;78;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL GRAPAS 18GA 35MM 6000PZS TAC918356;553384;13000.0;8337.0;4663.0;35.87;288;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MARTILLO OREJAS WMB3308 220G;460507;5800.0;3751.0;2049.0;35.33;167;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"TOTAL AMOLADORA ANGULAR 9"" TG12223026 2200W";442930;228500.0;146568.0;81932.0;35.86;46;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW LLAVE AJUSTABLE MINI WAW3106 0-19MM;460774;6500.0;4170.0;2330.0;35.85;129;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW BOLSA DE HERRAMIENTAS WTG2106 280X275MM;461313;13000.0;8337.0;4663.0;35.87;31;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
MEDICUBE TONICO FACIAL LENCO KOJIC ACID TURMERIC PAD 70UN 160ML(477386;;41600.0;;;;;Sin costo de compra documentado en este PDF;Comparación individual pendiente
"TOTAL TALADRO DE IMPACTO 20V 1/2"" 86NM UTIDLI208687";5845;221000.0;141730.0;79270.0;35.87;56;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MARTILLO DE LAPIDACIÓN 4LB WHM4304;460545;16300.0;10421.0;5879.0;36.07;166;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW ALICATE SET 3PCS MINI WPS1613;469203;10400.0;6670.0;3730.0;35.87;181;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW MARTILLO DE GOMA 450G WHM7302;486361;5700.0;3669.0;2031.0;35.63;165;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW PALANCA DE NEUMÁTICOS WQB2316 400X25X9MM;469494;221200.0;141840.0;79360.0;35.88;98;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SIERRA MÁRMOL 1400W WMR15141 220V;614146;104000.0;66681.0;37319.0;35.88;256;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW RASTRILLO DE JARDÍN DE ACERO DE ACERO AL CABORNO 1380MM;490337;14200.0;9087.0;5113.0;36.01;208;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW JUEGO DE SIERRAS COPO BIMETÁLICAS 13PCS WKJ3413;543569;70200.0;45020.0;25180.0;35.87;257;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ALICATE COMBINADOS 180MM THTC510706;88381;15600.0;10004.0;5596.0;35.87;171;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW CINTA METRICA 10M X 25MM WMT1250;462945;8800.0;5674.0;3126.0;35.52;235;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW SOPLADOR A GASOLINA 25.4CC WYQ3A25;615181;186800.0;119776.0;67024.0;35.88;205;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL HIDROLAVADORA 1600W TGT11336;518789;216300.0;138688.0;77612.0;35.88;201;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW KIT LLAVE COMBINADA WSP1208 8PZ;460682;5900.0;3782.0;2118.0;35.9;155;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL SOPLADOR ASPIRADORA 20V TABLI20018;471220;78600.0;50432.0;28168.0;35.84;202;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ROTOMARTILLO TRHLI20208 20V MOTOR SIN ESCOBILLAS;527590;235900.0;151296.0;84604.0;35.86;282;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL PISTOLA DE PINTURA 20V TSGLI2003;468879;221200.0;141840.0;79360.0;35.88;98;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL KIT HERRAMIENTA THKTHP90256 25IN1;340458;41800.0;26792.0;15008.0;35.9;35;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
WADFOW COMBO NIVEL LASER + MEDIDOR DE DISTANCIA WLDK3902;113601;317200.0;203424.0;113776.0;35.87;227;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
"WADFOW ALICATE EXTENSION WPL6510 10""";462365;8800.0;5674.0;3126.0;35.52;192;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL JUEGO DE HOJAS PARA SIERRA DE CALAR 22PCS TACSDL62201;609807;32500.0;20844.0;11656.0;35.86;251;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL AMOLADORA ANGULAR DE IONES DE LITIO 20V TAGLI2011587;487887;152400.0;97712.0;54688.0;35.88;46;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
TOTAL ATORNILLADOR 20V TIDLI20508 2BT 2.0 MOTOR BRUSHLESS;487818;167100.0;107168.0;59932.0;35.87;59;"Costo base documentado; transporte y comisiones pendientes";Comparación individual pendiente
